id,name,description_sale
scenario.product_151628,"PD2 S MAX UP Master 2C/HG","Rilevatore di presenza 2 canali, grigio chiaro"
scenario.product_151629,"PD2 S MAX UP Slave/HG","Rilevatore di presenza Slave, grigio chiaro"
scenario.product_151630,"PD2 S MAX UP DUO-DALI/HG","Rilevatore di presenza Dimm 2 x DALI-DSI, grigio chiaro"
scenario.product_151632,"PD2 S MAX UP KNX/HG","Rilevatore di presenza KNX, grigio chiaro"
scenario.product_151633,"PD2 S MAX UP Master 1C/HG","Rilevatore di presenza 1 canale, grigio chiaro"
scenario.product_151634,"PD3 S 360 DE Micro/B","Rilevatore di movimento 10A, microfono, marrone"
scenario.product_151635,"PD3 S 360 DE/B","Rilevatore di movimento 10A, marrone"
scenario.product_151636,"PD3 S 360 DE 24V/B","Rilevatore di movimento 24V, marrone"
scenario.product_151638,"PD3 S 360 DE/BE","Rilevatore di movimento 10A, beige"
scenario.product_151639,"PD3 S 360 DE 24V/BE","Rilevatore di movimento 24V, beige"
scenario.product_151640,"PD3 S 360 DE Micro/SI","Rilevatore di movimento 10A, microfono, argento"
scenario.product_151642,"PD3 S 360 DE 24V/SI","Rilevatore di movimento 24V, argento"
scenario.product_151643,"PD3 S 360 DE Micro/S","Rilevatore di movimento 10A, microfono, nero"
scenario.product_151645,"PD3 S 360 DE 24V/S","Rilevatore di movimento 24V, nero"
scenario.product_151647,"PD3 S 360 DE/DG","Rilevatore di movimento 10A, grigio scuro"
scenario.product_151648,"PD3 S 360 DE 24V/DG","Rilevatore di movimento 24V, grigio scuro"
scenario.product_151650,"PD3 S 360 DE/HG","Rilevatore di movimento 10A, grigio chiaro"
scenario.product_151651,"PD3 S 360 DE 24V/HG","Rilevatore di movimento 24V, grigio chiaro"
scenario.product_151652,"PD3 S 360 UP/SI","Rilevatore di movimento 10A, argento"
scenario.product_151655,"PD3 S 360 UP/B","Rilevatore di movimento 10A, marrone"
scenario.product_151657,"PD3 S 360 UP Micro/B","Rilevatore di movimento 10A, microfono, marrone"
scenario.product_151658,"PD3 S 360 UP/S","Rilevatore di movimento 10A, nero"
scenario.product_151659,"PD3 S 360 UP 24V/S","Rilevatore di movimento 24V, nero"
scenario.product_151662,"PD3 S 360 UP 24V/DG","Rilevatore di movimento 24V, grigio scuro"
scenario.product_151663,"PD3 S 360 UP Micro/DG","Rilevatore di movimento 10A, microfono, grigio scuro"
scenario.product_151664,"PD3 S 360 UP/HG","Rilevatore di movimento 10A, grigio chiaro"
scenario.product_151665,"PD3 S 360 UP 24V/HG","Rilevatore di movimento 24V, grigio chiaro"
scenario.product_151668,"PD3 S 360 UP 24V/BE","Rilevatore di movimento 24V, beige"
scenario.product_151669,"PD3 S 360 UP Micro/BE","Rilevatore di movimento 10A, microfono, beige"
scenario.product_151670,"PD4 S 360 DE/B","Rilevatore di movimento 10A, marrone"
scenario.product_151671,"PD4 S 360 DE/BE","Rilevatore di movimento 10A, beige"
scenario.product_151672,"PD4 S 360 DE/SI","Rilevatore di movimento 10A, argento"
scenario.product_151673,"PD4 S 360 DE/S","Rilevatore di movimento 10A, nero"
scenario.product_151674,"PD4 S 360 DE/DG","Rilevatore di movimento 10A, grigio scuro"
scenario.product_151676,"PD4 S 360 UP/B","Rilevatore di movimento 10A, marrone"
scenario.product_151677,"PD4 S 360 UP/BE","Rilevatore di movimento 10A, beige"
scenario.product_151679,"PD4 S 360 UP/S","Rilevatore di movimento 10A, nero"
scenario.product_151680,"PD4 S 360 UP/DG","Rilevatore di movimento 10A, grigio scuro"
scenario.product_151681,"PD4 S 360 UP/HG","Rilevatore di movimento 10A, grigio chiaro"
scenario.product_151682,"PD9 S 360 DALI-DSI/SI","Rilevatore di presenza Dimm DALI-DSI, argento"
scenario.product_151684,"PD9 S 360 Master 1C/SI","Rilevatore di presenza 1 canale, argento"
scenario.product_151685,"PD9 S 360 Dimm/SI","Rilevatore di presenza Dimm 1-10V, argento"
scenario.product_151686,"PD9 S 360 Slave/SI","Rilevatore di presenza Slave, argento"
scenario.product_151687,"PD9 S 360 KNX/SI","Rilevatore di presenza KNX, argento"
scenario.product_151689,"PD9 S 360 LC/B","Rilevatore di movimento 10A, marrone"
scenario.product_151691,"PD9 S 360 Dimm/B","Rilevatore di presenza Dimm 1-10V, marrone"
scenario.product_151694,"PD9 S 360 DALI-DSI/BE","Rilevatore di presenza Dimm DALI-DSI, beige"
scenario.product_151695,"PD9 S 360 LC/BE","Rilevatore di movimento 10A, beige"
scenario.product_151696,"PD9 S 360 Master 1C/BE","Rilevatore di presenza 1 canale, beige"
scenario.product_151697,"PD9 S 360 Dimm/BE","Rilevatore di presenza Dimm 1-10V, beige"
scenario.product_151698,"PD9 S 360 Slave/BE","Rilevatore di presenza Slave, beige"
scenario.product_151699,"PD9 S 360 KNX/BE","Rilevatore di presenza KNX, beige"
scenario.product_151700,"PD9 S 360 DALI-DSI/S","Rilevatore di presenza Dimm DALI-DSI, nero"
scenario.product_151701,"PD9 S 360 LC/S","Rilevatore di movimento 10A, nero"
scenario.product_151703,"PD9 S 360 Dimm/S","Rilevatore di presenza Dimm 1-10V, nero"
scenario.product_151705,"PD9 S 360 KNX/S","Rilevatore di presenza KNX, nero"
scenario.product_151706,"PD9 S 360 DALI-DSI/DG","Rilevatore di presenza Dimm DALI-DSI, grigio scuro"
scenario.product_151708,"PD9 S 360 Master 1C/DG","Rilevatore di presenza 1 canale, grigio scuro"
scenario.product_151709,"PD9 S 360 Dimm/DG","Rilevatore di presenza Dimm 1-10V, grigio scuro"
scenario.product_151710,"PD9 S 360 Slave/DG","Rilevatore di presenza Slave, grigio scuro"
scenario.product_151711,"PD9 S 360 KNX/DG","Rilevatore di presenza KNX, grigio scuro"
scenario.product_151712,"PD9 S 360 DALI-DSI/HG","Rilevatore di presenza Dimm DALI-DSI, grigio chiaro"
scenario.product_151713,"PD9 S 360 LC/HG","Rilevatore di movimento 10A, grigio chiaro"
scenario.product_151714,"PD9 S 360 Master 1C/HG","Rilevatore di presenza 1 canale, grigio chiaro"
scenario.product_151715,"PD9 S 360 Dimm/HG","Rilevatore di presenza Dimm 1-10V, grigio chiaro"
scenario.product_151270,"PD2 S 180 UP KNX SID/AL","Rilevatore di presenza KNX, design Sidus, alluminio"
scenario.product_151285,"PD2 S 180 UP KNX SOL/WG","Rilevatore di presenza KNX, design Solfà, bianco-lucido"
scenario.product_151081,"PD2 S 180 UP Master 2C EDI/S","Rilevatore di presenza 2 canali, design EDIZIOdue, nero"
scenario.product_151220,"Indoor 180 UP Kombi KAL/HG","Rilevatore di movimento 10A, design Kallysto, grigio chiaro"
scenario.product_151222,"Indoor 180 UP Minuterie KAL/HG","Rilevatore di movimento per minuterie, 2 fili, design Kallysto, grigio chiaro"
scenario.product_151223,"Indoor 180 UP Kombi 2L KAL/HG","Rilevatore di movimento 10A, 2L schema 0, design Kallysto, grigio chiaro"
scenario.product_151224,"PD2 S 180 UP Master 1C KAL/HG","Rilevatore di presenza 1 canale, design Kallysto, grigio chiaro"
scenario.product_151226,"PD2 S 180 UP Slave KAL/HG","Rilevatore di presenza Slave, design Kallysto, grigio chiaro"
scenario.product_142616,"CS S DE GST/S","Coperchio colorato, nero"
scenario.product_151229,"Indoor 180 AP Minuterie SID/WG","Rilevatore di movimento per minuterie, 2 fili, design Sidus, bianco-lucido"
scenario.product_151230,"Indoor 180 AP Kombi 2L SID/WG","Rilevatore di movimento 10A, 2L schema 0, design Sidus, bianco-lucido"
scenario.product_151233,"PD2 S 180 AP Slave SID/WG","Rilevatore di presenza Slave, design Sidus, bianco-lucido"
scenario.product_151236,"Indoor 180 UP Kombi SID/WG","Rilevatore di movimento 10A, design Sidus, bianco-lucido"
scenario.product_142617,"CS S DE GST/HG","Coperchio colorato, grigio chiaro"
scenario.product_142675,"IL1-RE35-4-B","Lampada intelligente LED con rilevatore di presenza"
scenario.product_151240,"Indoor 180 UP Kombi 2L SID/WG","Rilevatore di movimento 10A, 2L schema 0, design Sidus, bianco-lucido"
scenario.product_151241,"PD2 S 180 UP Master 1C SID/WG","Rilevatore di presenza 1 canale, design Sidus, bianco-lucido"
scenario.product_151243,"PD2 S 180 UP Slave SID/WG","Rilevatore di presenza Slave, design Sidus, bianco-lucido"
scenario.product_151244,"Indoor 180 AP Kombi SID/AN","Rilevatore di movimento 10A, design Sidus, antracite"
scenario.product_151246,"Indoor 180 AP Kombi 2L SID/AN","Rilevatore di movimento 10A, 2L schema 0, design Sidus, antracite"
scenario.product_151247,"PD2 S 180 AP Master 1C SID/AN","Rilevatore di presenza 1 canale, design Sidus, antracite"
scenario.product_151249,"PD2 S 180 AP Slave SID/AN","Rilevatore di presenza Slave, design Sidus, antracite"
scenario.product_151252,"Indoor 180 UP Kombi SID/AN","Rilevatore di movimento 10A, design Sidus, antracite"
scenario.product_142618,"CS S DE GST/DG","Coperchio colorato, grigio scuro"
scenario.product_142676,"IL1-RE35-4-AS","Lampada intelligente LED con luce di emergenza"
scenario.product_151255,"Indoor 180 UP Minuterie SID/AN","Rilevatore di movimento per minuterie, 2 fili, design Sidus, antracite"
scenario.product_151256,"Indoor 180 UP Kombi 2L SID/AN","Rilevatore di movimento 10A, 2L schema 0, design Sidus, antracite"
scenario.product_151257,"PD2 S 180 UP Master 1C SID/AN","Rilevatore di presenza 1 canale, design Sidus, antracite"
scenario.product_151259,"PD2 S 180 UP Slave SID/AN","Rilevatore di presenza Slave, design Sidus, antracite"
scenario.product_151260,"Indoor 180 AP Kombi SID/AL","Rilevatore di movimento 10A, design Sidus, alluminio"
scenario.product_151261,"Indoor 180 AP Minuterie SID/AL","Rilevatore di movimento per minuterie, 2 fili, design Sidus, alluminio"
scenario.product_151262,"Indoor 180 AP Kombi 2L SID/AL","Rilevatore di movimento 10A, 2L schema 0, design Sidus, alluminio"
scenario.product_142547,"FL2 LED 230/S","Faretto LED con rilevatore di movimento, nero"
scenario.product_151265,"PD2 S 180 AP Slave SID/AL","Rilevatore di presenza Slave, design Sidus, alluminio"
scenario.product_151268,"Indoor 180 UP Kombi SID/AL","Rilevatore di movimento 10A, design Sidus, alluminio"
scenario.product_142619,"CS S DE GST/SI","Coperchio colorato, argento"
scenario.product_142662,"IL1-RE35-3","Lampada LED"
scenario.product_151271,"Indoor 180 UP Minuterie SID/AL","Rilevatore di movimento per minuterie, 2 fili, design Sidus, alluminio"
scenario.product_151273,"PD2 S 180 UP Master 1C SID/AL","Rilevatore di presenza 1 canale, design Sidus, alluminio"
scenario.product_151276,"Indoor 180 AP Kombi SOL/WG","Rilevatore di movimento 10A, design Solfà, bianco-lucido"
scenario.product_151277,"Indoor 180 AP Minuterie SOL/WG","Rilevatore di movimento per minuterie, 2 fili, design Solfà, bianco-lucido"
scenario.product_151278,"Indoor 180 AP Kombi 2L SOL/WG","Rilevatore di movimento 10A, 2L schema 0, design Solfà, bianco-lucido"
scenario.product_151281,"PD2 S 180 AP Slave SOL/WG","Rilevatore di presenza Slave, design Solfà, bianco-lucido"
scenario.product_142674,"IL1-RE35-4-A","Lampada intelligente LED"
scenario.product_142677,"IL1-RE35-4-BS","Lampada intelligente LED con rilevatore di presenza e luce di emergenza"
scenario.product_151287,"Indoor 180 UP Kombi 2L SOL/WG","Rilevatore di movimento 10A, 2L schema 0, design Solfà, bianco-lucido"
scenario.product_151288,"PD2 S 180 UP Master 1C SOL/WG","Rilevatore di presenza 1 canale, design Solfà, bianco-lucido"
scenario.product_142620,"CS S DE GST/BE","Coperchio colorato, beige"
scenario.product_151293,"Indoor 180 AP Kombi STA/S","Rilevatore di movimento 10A, design Standard, nero"
scenario.product_151294,"Indoor 180 AP Minuterie STA/S","Rilevatore di movimento per minuterie, 2 fili, design Standard, nero"
scenario.product_151295,"Indoor 180 AP Kombi 2L STA/S","Rilevatore di movimento 10A, 2L schema 0, design Standard, nero"
scenario.product_142552,"FL2 LED/S","Faretto LED senza rilevatore di movimento, nero"
scenario.product_151298,"PD2 S 180 AP Slave STA/S","Rilevatore di presenza Slave, design Standard, nero"
scenario.product_151300,"Indoor 180 UP Kombi STA/S","Rilevatore di movimento 10A, design Standard, nero"
scenario.product_142665,"IL1-RE35-3-MS","Lampada LED con rilevatore di movimento e luce di emergenza"
scenario.product_151304,"Indoor 180 UP Kombi 2L STA/S","Rilevatore di movimento 10A, 2L schema 0, design Standard, nero"
scenario.product_151307,"PD2 S 180 UP Slave STA/S","Rilevatore di presenza Slave, design Standard, nero"
scenario.product_151308,"PD2 S 180 CM Master 2C EDI/S","Rilevatore di presenza 2 canali, design EDIZIOdue, nero"
scenario.product_151309,"PD2 S 180 CM Slave EDI/S","Rilevatore di presenza Slave, design EDIZIOdue, nero"
scenario.product_151319,"PD2 S 180 CM KNX EDI/DG","Rilevatore di presenza KNX, design EDIZIOdue, grigio scuro"
scenario.product_151312,"PD2 S 180 CM Master 1C EDI/S","Rilevatore di presenza 1 canale, design EDIZIOdue, nero"
scenario.product_151313,"Indoor 180 CM Kombi EDI/S","Rilevatore di movimento 10A, design EDIZIOdue, nero"
scenario.product_151315,"Indoor 180 CM Kombi 2L EDI/S","Rilevatore di movimento 10A, 2L schema 0, design EDIZIOdue, nero"
scenario.product_151324,"PD2 S 180 CM Master 2C EDI/HG","Rilevatore di presenza 2 canali, design EDIZIOdue, grigio chiaro"
scenario.product_151317,"PD2 S 180 CM Slave EDI/DG","Rilevatore di presenza Slave, design EDIZIOdue, grigio scuro"
scenario.product_151327,"PD2 S 180 CM KNX EDI/HG","Rilevatore di presenza KNX, design EDIZIOdue, grigio chiaro"
scenario.product_151320,"PD2 S 180 CM Master 1C EDI/DG","Rilevatore di presenza 1 canale, design EDIZIOdue, grigio scuro"
scenario.product_151321,"Indoor 180 CM Kombi EDI/DG","Rilevatore di movimento 10A, design EDIZIOdue, grigio scuro"
scenario.product_151322,"Indoor 180 CM Minuterie EDI/DG","Rilevatore di movimento per minuterie, 2 fili, design EDIZIOdue, grigio scuro"
scenario.product_151325,"PD2 S 180 CM Slave EDI/HG","Rilevatore di presenza Slave, design EDIZIOdue, grigio chiaro"
scenario.product_151335,"PD2 S 180 CM KNX EDI/B","Rilevatore di presenza KNX, design EDIZIOdue, marrone"
scenario.product_151328,"PD2 S 180 CM Master 1C EDI/HG","Rilevatore di presenza 1 canale, design EDIZIOdue, grigio chiaro"
scenario.product_151329,"Indoor 180 CM Kombi EDI/HG","Rilevatore di movimento 10A, design EDIZIOdue, grigio chiaro"
scenario.product_151331,"Indoor 180 CM Kombi 2L EDI/HG","Rilevatore di movimento 10A, 2L schema 0, design EDIZIOdue, grigio chiaro"
scenario.product_151334,"PD2 S 180 CM 12-48V EDI/B","Rilevatore di presenza 12V-24V-48V, design EDIZIOdue, marrone"
scenario.product_151343,"PD2 S 180 CM KNX EDI/BE","Rilevatore di presenza KNX, design EDIZIOdue, beige"
scenario.product_151336,"PD2 S 180 CM Master 1C EDI/B","Rilevatore di presenza 1 canale, design EDIZIOdue, marrone"
scenario.product_151338,"Indoor 180 CM Minuterie EDI/B","Rilevatore di movimento per minuterie, 2 fili, design EDIZIOdue, marrone"
scenario.product_151339,"Indoor 180 CM Kombi 2L EDI/B","Rilevatore di movimento 10A, 2L schema 0, design EDIZIOdue, marrone"
scenario.product_151341,"PD2 S 180 CM Slave EDI/BE","Rilevatore di presenza Slave, design EDIZIOdue, beige"
scenario.product_151350,"PD2 S 180 CM 12-48V KAL/B","Rilevatore di presenza 12V-24V-48V, design Kallysto, marrone"
scenario.product_151351,"PD2 S 180 CM KNX KAL/B","Rilevatore di presenza KNX, design Kallysto, marrone"
scenario.product_151345,"Indoor 180 CM Kombi EDI/BE","Rilevatore di movimento 10A, design EDIZIOdue, beige"
scenario.product_151349,"PD2 S 180 CM Slave KAL/B","Rilevatore di presenza Slave, design Kallysto, marrone"
scenario.product_151352,"PD2 S 180 CM Master 1C KAL/B","Rilevatore di presenza 1 canale, design Kallysto, marrone"
scenario.product_151355,"Indoor 180 CM Kombi 2L KAL/B","Rilevatore di movimento 10A, 2L schema 0, design Kallysto, marrone"
scenario.product_151357,"PD2 S 180 CM Slave KAL/BE","Rilevatore di presenza Slave, design Kallysto, beige"
scenario.product_151358,"PD2 S 180 CM 12-48V KAL/BE","Rilevatore di presenza 12V-24V-48V, design Kallysto, beige"
scenario.product_151359,"PD2 S 180 CM KNX KAL/BE","Rilevatore di presenza KNX, design Kallysto, beige"
scenario.product_151360,"PD2 S 180 CM Master 1C KAL/BE","Rilevatore di presenza 1 canale, design Kallysto, beige"
scenario.product_151361,"Indoor 180 CM Kombi KAL/BE","Rilevatore di movimento 10A, design Kallysto, beige"
scenario.product_151363,"Indoor 180 CM Kombi 2L KAL/BE","Rilevatore di movimento 10A, 2L schema 0, design Kallysto, beige"
scenario.product_151380,"PD2 S 180 CM Master 2C KAL/HG","Rilevatore di presenza 2 canali, design Kallysto, grigio chiaro"
scenario.product_151366,"PD2 S 180 CM 12-48V KAL/S","Rilevatore di presenza 12V-24V-48V, design Kallysto, nero"
scenario.product_151367,"PD2 S 180 CM KNX KAL/S","Rilevatore di presenza KNX, design Kallysto, nero"
scenario.product_151368,"PD2 S 180 CM Master 1C KAL/S","Rilevatore di presenza 1 canale, design Kallysto, nero"
scenario.product_151369,"Indoor 180 CM Kombi KAL/S","Rilevatore di movimento 10A, design Kallysto, nero"
scenario.product_151371,"Indoor 180 CM Kombi 2L KAL/S","Rilevatore di movimento 10A, 2L schema 0, design Kallysto, nero"
scenario.product_151373,"PD2 S 180 CM Slave KAL/DG","Rilevatore di presenza Slave, design Kallysto, grigio scuro"
scenario.product_151374,"PD2 S 180 CM 12-48V KAL/DG","Rilevatore di presenza 12V-24V-48V, design Kallysto, grigio scuro"
scenario.product_151376,"PD2 S 180 CM Master 1C KAL/DG","Rilevatore di presenza 1 canale, design Kallysto, grigio scuro"
scenario.product_151377,"Indoor 180 CM Kombi KAL/DG","Rilevatore di movimento 10A, design Kallysto, grigio scuro"
scenario.product_151378,"Indoor 180 CM Minuterie KAL/DG","Rilevatore di movimento per minuterie, 2 fili, design Kallysto, grigio scuro"
scenario.product_151382,"PD2 S 180 CM 12-48V KAL/HG","Rilevatore di presenza 12V-24V-48V, design Kallysto, grigio chiaro"
scenario.product_151385,"Indoor 180 CM Kombi KAL/HG","Rilevatore di movimento 10A, design Kallysto, grigio chiaro"
scenario.product_151386,"Indoor 180 CM Minuterie KAL/HG","Rilevatore di movimento per minuterie, 2 fili, design Kallysto, grigio chiaro"
scenario.product_151387,"Indoor 180 CM Kombi 2L KAL/HG","Rilevatore di movimento 10A, 2L schema 0, design Kallysto, grigio chiaro"
scenario.product_151398,"PD2 S 180 CM 12-48V SID/AN","Rilevatore di presenza 12V-24V-48V, design Sidus, antracite"
scenario.product_151389,"PD2 S 180 CM Slave SID/WG","Rilevatore di presenza Slave, design Sidus, bianco-lucido"
scenario.product_151391,"PD2 S 180 CM KNX SID/WG","Rilevatore di presenza KNX, design Sidus, bianco-lucido"
scenario.product_151392,"Indoor 180 CM Kombi 2L SID/WG","Rilevatore di movimento 10A, 2L schema 0, design Sidus, bianco-lucido"
scenario.product_151393,"PD2 S 180 CM Master 1C SID/WG","Rilevatore di presenza 1 canale, design Sidus, bianco-lucido"
scenario.product_151394,"Indoor 180 CM Kombi SID/WG","Rilevatore di movimento 10A, design Sidus, bianco-lucido"
scenario.product_151395,"Indoor 180 CM Minuterie SID/WG","Rilevatore di movimento per minuterie, 2 fili, design Sidus, bianco-lucido"
scenario.product_151399,"PD2 S 180 CM KNX SID/AN","Rilevatore di presenza KNX, design Sidus, antracite"
scenario.product_151400,"Indoor 180 CM Kombi 2L SID/AN","Rilevatore di movimento 10A, 2L schema 0, design Sidus, antracite"
scenario.product_151401,"PD2 S 180 CM Master 1C SID/AN","Rilevatore di presenza 1 canale, design Sidus, antracite"
scenario.product_151402,"Indoor 180 CM Kombi SID/AN","Rilevatore di movimento 10A, design Sidus, antracite"
scenario.product_151403,"Indoor 180 CM Minuterie SID/AN","Rilevatore di movimento per minuterie, 2 fili, design Sidus, antracite"
scenario.product_151404,"PD2 S 180 CM Master 2C SID/AL","Rilevatore di presenza 2 canali, design Sidus, alluminio"
scenario.product_151405,"PD2 S 180 CM Slave SID/AL","Rilevatore di presenza Slave, design Sidus, alluminio"
scenario.product_151406,"PD2 S 180 CM 12-48V SID/AL","Rilevatore di presenza 12V-24V-48V, design Sidus, alluminio"
scenario.product_151407,"PD2 S 180 CM KNX SID/AL","Rilevatore di presenza KNX, design Sidus, alluminio"
scenario.product_151409,"PD2 S 180 CM Master 1C SID/AL","Rilevatore di presenza 1 canale, design Sidus, alluminio"
scenario.product_151410,"Indoor 180 CM Kombi SID/AL","Rilevatore di movimento 10A, design Sidus, alluminio"
scenario.product_151411,"Indoor 180 CM Minuterie SID/AL","Rilevatore di movimento per minuterie, 2 fili, design Sidus, alluminio"
scenario.product_151412,"PD2 S 180 CM Master 2C SOL/WG","Rilevatore di presenza 2 canali, design Solfà, bianco-lucido"
scenario.product_151413,"PD2 S 180 CM Slave SOL/WG","Rilevatore di presenza Slave, design Solfà, bianco-lucido"
scenario.product_151415,"PD2 S 180 CM KNX SOL/WG","Rilevatore di presenza KNX, design Solfà, bianco-lucido"
scenario.product_151416,"Indoor 180 CM Kombi 2L SOL/WG","Rilevatore di movimento 10A, 2L schema 0, design Solfà, bianco-lucido"
scenario.product_151417,"PD2 S 180 CM Master 1C SOL/WG","Rilevatore di presenza 1 canale, design Solfà, bianco-lucido"
scenario.product_151418,"Indoor 180 CM Kombi SOL/WG","Rilevatore di movimento 10A, design Solfà, bianco-lucido"
scenario.product_151421,"PD2 S 180 CM Slave STA/S","Rilevatore di presenza Slave, design Standard, nero"
scenario.product_151424,"Indoor 180 CM Kombi 2L STA/S","Rilevatore di movimento 10A, 2L schema 0, design Standard, nero"
scenario.product_151426,"Indoor 180 CM Kombi STA/S","Rilevatore di movimento 10A, design Standard, nero"
scenario.product_151427,"Indoor 180 CM Minuterie STA/S","Rilevatore di movimento per minuterie, 2 fili, design Standard, nero"
scenario.product_151428,"Indoor 180 NUP Kombi BEG/SI","Rilevatore di movimento 10A, argento"
scenario.product_151432,"Indoor 180 NUP Kombi 2L BEG/SI","Rilevatore di movimento 10A, 2L schema 0, argento"
scenario.product_151434,"PD2 S 180 NUP Master 1C BEG/SI","Rilevatore di presenza 1 canale, argento"
scenario.product_151438,"PD2 S 180 NUP Slave BEG/SI","Rilevatore di presenza Slave, argento"
scenario.product_151444,"Indoor 180 NAP Kombi BEG/SI","Rilevatore di movimento 10A, argento"
scenario.product_151448,"Indoor 180 NAP Kombi 2L BEG/SI","Rilevatore di movimento 10A, 2L schema 0, argento"
scenario.product_151454,"PD2 S 180 NAP Slave BEG/SI","Rilevatore di presenza Slave, argento"
scenario.product_151429,"Indoor 180 NUP Kombi BEG/S","Rilevatore di movimento 10A, nero"
scenario.product_151433,"Indoor 180 NUP Kombi 2L BEG/S","Rilevatore di movimento 10A, 2L schema 0, nero"
scenario.product_151435,"PD2 S 180 NUP Master 1C BEG/S","Rilevatore di presenza 1 canale, nero"
scenario.product_151441,"PD2 S 180 NUP 12-48V BEG/S","Rilevatore di presenza 12V-24V-48V, nero"
scenario.product_151439,"PD2 S 180 NUP Slave BEG/S","Rilevatore di presenza Slave, nero"
scenario.product_151457,"PD2 S 180 NAP 12-48V BEG/S","Rilevatore di presenza 12V-24V-48V, nero"
scenario.product_151445,"Indoor 180 NAP Kombi BEG/S","Rilevatore di movimento 10A, nero"
scenario.product_151447,"Indoor 180 NAP Minuterie BEG/S","Rilevatore di movimento per minuterie, 2 fili, nero"
scenario.product_151451,"PD2 S 180 NAP Master 1C BEG/S","Rilevatore di presenza 1 canale, nero"
scenario.product_151455,"PD2 S 180 NAP Slave BEG/S","Rilevatore di presenza Slave, nero"
scenario.product_151459,"PD2 S 180 NAP KNX BEG/S","Rilevatore di presenza KNX, nero"
scenario.product_151460,"PD2 S 360 DE Master 1C/B","Rilevatore di presenza 1 canale, marrone"
scenario.product_151461,"PD2 S 360 DE Master 2C/B","Rilevatore di presenza 2 canali, marrone"
scenario.product_151462,"PD2 S 360 DE Slave/B","Rilevatore di presenza Slave, marrone"
scenario.product_151487,"PD2 S 360 DE GST/S","Rilevatore di presenza 16V-24V-48V 2x 0-10V, nero"
scenario.product_151465,"PD2 S 360 DE Dimm/B","Rilevatore di presenza Dimm 1-10V, marrone"
scenario.product_151467,"PD2 S 360 DE DALI-DSI/B","Rilevatore di presenza Dimm DALI-DSI, marrone"
scenario.product_151468,"PD2 S 360 DE Master 1C/BE","Rilevatore di presenza 1 canale, beige"
scenario.product_151469,"PD2 S 360 DE Master 2C/BE","Rilevatore di presenza 2 canali, beige"
scenario.product_151470,"PD2 S 360 DE Slave/BE","Rilevatore di presenza Slave, beige"
scenario.product_151472,"PD2 S 360 DE KNX/BE","Rilevatore di presenza KNX, beige"
scenario.product_151473,"PD2 S 360 DE Dimm/BE","Rilevatore di presenza Dimm 1-10V, beige"
scenario.product_151474,"PD2 S 360 DE 12-48V/BE","Rilevatore di presenza 24V, beige"
scenario.product_151475,"PD2 S 360 DE DALI-DSI/BE","Rilevatore di presenza Dimm DALI-DSI, beige"
scenario.product_151477,"PD2 S 360 DE Master 2C/SI","Rilevatore di presenza 2 canali, argento"
scenario.product_151478,"PD2 S 360 DE Slave/SI","Rilevatore di presenza Slave, argento"
scenario.product_151480,"PD2 S 360 DE KNX/SI","Rilevatore di presenza KNX, argento"
scenario.product_151481,"PD2 S 360 DE Dimm/SI","Rilevatore di presenza Dimm 1-10V, argento"
scenario.product_151483,"PD2 S 360 DE DALI-DSI/SI","Rilevatore di presenza Dimm DALI-DSI, argento"
scenario.product_151484,"PD2 S 360 DE Master 1C/S","Rilevatore di presenza 1 canale, nero"
scenario.product_151486,"PD2 S 360 DE Slave/S","Rilevatore di presenza Slave, nero"
scenario.product_151489,"PD2 S 360 DE Dimm/S","Rilevatore di presenza Dimm 1-10V, nero"
scenario.product_151491,"PD2 S 360 DE DALI-DSI/S","Rilevatore di presenza Dimm DALI-DSI, nero"
scenario.product_151492,"PD2 S 360 DE Master 1C/DG","Rilevatore di presenza 1 canale, grigio scuro"
scenario.product_151493,"PD2 S 360 DE Master 2C/DG","Rilevatore di presenza 2 canali, grigio scuro"
scenario.product_151494,"PD2 S 360 DE Slave/DG","Rilevatore di presenza Slave, grigio scuro"
scenario.product_151496,"PD2 S 360 DE KNX/DG","Rilevatore di presenza KNX, grigio scuro"
scenario.product_151497,"PD2 S 360 DE Dimm/DG","Rilevatore di presenza Dimm 1-10V, grigio scuro"
scenario.product_151498,"PD2 S 360 DE 12-48V/DG","Rilevatore di presenza 24V, grigio scuro"
scenario.product_151500,"PD2 S 360 DE Master 1C/HG","Rilevatore di presenza 1 canale, grigio chiaro"
scenario.product_151501,"PD2 S 360 DE Master 2C/HG","Rilevatore di presenza 2 canali, grigio chiaro"
scenario.product_151502,"PD2 S 360 DE Slave/HG","Rilevatore di presenza Slave, grigio chiaro"
scenario.product_151506,"PD2 S 360 DE 12-48V/HG","Rilevatore di presenza 24V, grigio chiaro"
scenario.product_151508,"PD2 S 360 UP Master 1C/SI","Rilevatore di presenza 1 canale, argento"
scenario.product_151509,"PD2 S 360 UP Master 2C/SI","Rilevatore di presenza 2 canali, argento"
scenario.product_151511,"PD2 S 360 UP 12-48V/SI","Rilevatore di presenza 12-48V, argento"
scenario.product_151512,"PD2 S 360 UP DALI-DSI/SI","Rilevatore di presenza Dimm DALI-DSI, argento"
scenario.product_151513,"PD2 S 360 UP Dimm/SI","Rilevatore di presenza Dimm 1-10V, argento"
scenario.product_151515,"PD2 S 360 UP Master 1C/B","Rilevatore di presenza 1 canale, marrone"
