id,name,description_sale
scenario.product_151516,"PD2 S 360 UP Master 2C/B","Rilevatore di presenza 2 canali, marrone"
scenario.product_151517,"PD2 S 360 UP Slave/B","Rilevatore di presenza Slave, marrone"
scenario.product_151518,"PD2 S 360 UP 12-48V/B","Rilevatore di presenza 12-48V, marrone"
scenario.product_151520,"PD2 S 360 UP Dimm/B","Rilevatore di presenza Dimm 1-10V, marrone"
scenario.product_151521,"PD2 S 360 UP KNX/B","Rilevatore di presenza KNX, marrone"
scenario.product_151522,"PD2 S 360 UP Master 1C/S","Rilevatore di presenza 1 canale, nero"
scenario.product_151523,"PD2 S 360 UP Master 2C/S","Rilevatore di presenza 2 canali, nero"
scenario.product_151525,"PD2 S 360 UP 12-48V/S","Rilevatore di presenza 12-48V, nero"
scenario.product_151526,"PD2 S 360 UP DALI-DSI/S","Rilevatore di presenza Dimm DALI-DSI, nero"
scenario.product_151528,"PD2 S 360 UP KNX/S","Rilevatore di presenza KNX, nero"
scenario.product_151529,"PD2 S 360 UP Master 1C/DG","Rilevatore di presenza 1 canale, grigio scuro"
scenario.product_151530,"PD2 S 360 UP Master 2C/DG","Rilevatore di presenza 2 canali, grigio scuro"
scenario.product_151531,"PD2 S 360 UP Slave/DG","Rilevatore di presenza Slave, grigio scuro"
scenario.product_151532,"PD2 S 360 UP 12-48V/DG","Rilevatore di presenza 12-48V, grigio scuro"
scenario.product_151533,"PD2 S 360 UP DALI-DSI/DG","Rilevatore di presenza Dimm DALI-DSI, grigio scuro"
scenario.product_151534,"PD2 S 360 UP Dimm/DG","Rilevatore di presenza Dimm 1-10V, grigio scuro"
scenario.product_151536,"PD2 S 360 UP Master 1C/HG","Rilevatore di presenza 1 canale, grigio chiaro"
scenario.product_151537,"PD2 S 360 UP Master 2C/HG","Rilevatore di presenza 2 canali, grigio chiaro"
scenario.product_151538,"PD2 S 360 UP Slave/HG","Rilevatore di presenza Slave, grigio chiaro"
scenario.product_151539,"PD2 S 360 UP 12-48V/HG","Rilevatore di presenza 12-48V, grigio chiaro"
scenario.product_151540,"PD2 S 360 UP DALI-DSI/HG","Rilevatore di presenza Dimm DALI-DSI, grigio chiaro"
scenario.product_151541,"PD2 S 360 UP Dimm/HG","Rilevatore di presenza Dimm 1-10V, grigio chiaro"
scenario.product_151542,"PD2 S 360 UP KNX/HG","Rilevatore di presenza KNX, grigio chiaro"
scenario.product_151545,"PD2 S 360 UP Slave/BE","Rilevatore di presenza Slave, beige"
scenario.product_151546,"PD2 S 360 UP 12-48V/BE","Rilevatore di presenza 12-48V, beige"
scenario.product_151547,"PD2 S 360 UP DALI-DSI/BE","Rilevatore di presenza Dimm DALI-DSI, beige"
scenario.product_151548,"PD2 S 360 UP Dimm/BE","Rilevatore di presenza Dimm 1-10V, beige"
scenario.product_151549,"PD2 S 360 UP KNX/BE","Rilevatore di presenza KNX, beige"
scenario.product_151551,"PD2 S MAX DE Master 1C/B","Rilevatore di presenza 1 canale, marrone"
scenario.product_151552,"PD2 S MAX DE Slave/B","Rilevatore di presenza Slave, marrone"
scenario.product_151553,"PD2 S MAX DE Duo/B","Rilevatore di presenza 2x luce, marrone"
scenario.product_151554,"PD2 S MAX DE Master 2C/B","Rilevatore di presenza 2 canali, marrone"
scenario.product_151555,"PD2 S MAX DE KORRIDOR/B","Rilevatore di presenza 1 canale, marrone"
scenario.product_151556,"PD2 S MAX DE KNX/B","Rilevatore di presenza KNX, marrone"
scenario.product_151558,"PD2 S MAX DE Master 1C/BE","Rilevatore di presenza 1 canale, beige"
scenario.product_151559,"PD2 S MAX DE Slave/BE","Rilevatore di presenza Slave, beige"
scenario.product_151561,"PD2 S MAX DE Master 2C/BE","Rilevatore di presenza 2 canali, beige"
scenario.product_151562,"PD2 S MAX DE KORRIDOR/BE","Rilevatore di presenza 1 canale, beige"
scenario.product_151564,"PD2 S MAX DE DUO-DALI/SI","Rilevatore di presenza Dimm 2x DALI-DSI, argento"
scenario.product_151565,"PD2 S MAX DE Master 1C/SI","Rilevatore di presenza 1 canale, argento"
scenario.product_151566,"PD2 S MAX DE Slave/SI","Rilevatore di presenza Slave, argento"
scenario.product_151567,"PD2 S MAX DE Duo/SI","Rilevatore di presenza 2x luce, argento"
scenario.product_151568,"PD2 S MAX DE Master 2C/SI","Rilevatore di presenza 2 canali, argento"
scenario.product_151569,"PD2 S MAX DE KORRIDOR/SI","Rilevatore di presenza 1 canale, argento"
scenario.product_151570,"PD2 S MAX DE KNX/SI","Rilevatore di presenza KNX, argento"
scenario.product_151571,"PD2 S MAX DE DUO-DALI/S","Rilevatore di presenza Dimm 2x DALI-DSI, nero"
scenario.product_151572,"PD2 S MAX DE Master 1C/S","Rilevatore di presenza 1 canale, nero"
scenario.product_151573,"PD2 S MAX DE Slave/S","Rilevatore di presenza Slave, nero"
scenario.product_151576,"PD2 S MAX DE KORRIDOR/S","Rilevatore di presenza 1 canale, nero"
scenario.product_151577,"PD2 S MAX DE KNX/S","Rilevatore di presenza KNX, nero"
scenario.product_151578,"PD2 S MAX DE DUO-DALI/DG","Rilevatore di presenza Dimm 2x DALI-DSI, grigio scuro"
scenario.product_151579,"PD2 S MAX DE Master 1C/DG","Rilevatore di presenza 1 canale, grigio scuro"
scenario.product_151581,"PD2 S MAX DE Duo/DG","Rilevatore di presenza 2x luce, grigio scuro"
scenario.product_151584,"PD2 S MAX DE KNX/DG","Rilevatore di presenza KNX, grigio scuro"
scenario.product_151586,"PD2 S MAX DE Master 1C/HG","Rilevatore di presenza 1 canale, grigio chiaro"
scenario.product_151587,"PD2 S MAX DE Slave/HG","Rilevatore di presenza Slave, grigio chiaro"
scenario.product_151588,"PD2 S MAX DE Duo/HG","Rilevatore di presenza 2x luce, grigio chiaro"
scenario.product_151589,"PD2 S MAX DE Master 2C/HG","Rilevatore di presenza 2 canali, grigio chiaro"
scenario.product_151590,"PD2 S MAX DE KORRIDOR/HG","Rilevatore di presenza 1 canale, grigio chiaro"
scenario.product_151591,"PD2 S MAX DE KNX/HG","Rilevatore di presenza KNX, grigio chiaro"
scenario.product_151592,"PD2 S MAX UP KORRIDOR/B","Rilevatore di presenza 1 canale, marrone"
scenario.product_151593,"PD2 S MAX UP Master 2C/B","Rilevatore di presenza 2 canali, marrone"
scenario.product_151594,"PD2 S MAX UP Slave/B","Rilevatore di presenza Slave, marrone"
scenario.product_151595,"PD2 S MAX UP DUO-DALI/B","Rilevatore di presenza Dimm 2 x DALI-DSI, marrone"
scenario.product_151596,"PD2 S MAX UP Duo/B","Rilevatore di presenza 2x luce, marrone"
scenario.product_151598,"PD2 S MAX UP Master 1C/B","Rilevatore di presenza 1 canale, marrone"
scenario.product_151601,"PD2 S MAX UP Slave/BE","Rilevatore di presenza Slave, beige"
scenario.product_151602,"PD2 S MAX UP DUO-DALI/BE","Rilevatore di presenza Dimm 2 x DALI-DSI, beige"
scenario.product_151603,"PD2 S MAX UP Duo/BE","Rilevatore di presenza 2x luce, beige"
scenario.product_151604,"PD2 S MAX UP KNX/BE","Rilevatore di presenza KNX, beige"
scenario.product_151605,"PD2 S MAX UP Master 1C/BE","Rilevatore di presenza 1 canale, beige"
scenario.product_151607,"PD2 S MAX UP Master 2C/SI","Rilevatore di presenza 2 canali, argento"
scenario.product_151608,"PD2 S MAX UP Slave/SI","Rilevatore di presenza Slave, argento"
scenario.product_151609,"PD2 S MAX UP DUO-DALI/SI","Rilevatore di presenza Dimm 2 x DALI-DSI, argento"
scenario.product_151610,"PD2 S MAX UP Duo/SI","Rilevatore di presenza 2x luce, argento"
scenario.product_151611,"PD2 S MAX UP KNX/SI","Rilevatore di presenza KNX, argento"
scenario.product_151613,"PD2 S MAX UP KORRIDOR/S","Rilevatore di presenza 1 canale, nero"
scenario.product_151614,"PD2 S MAX UP Master 2C/S","Rilevatore di presenza 2 canali, nero"
scenario.product_151615,"PD2 S MAX UP Slave/S","Rilevatore di presenza Slave, nero"
scenario.product_151616,"PD2 S MAX UP DUO-DALI/S","Rilevatore di presenza Dimm 2 x DALI-DSI, nero"
scenario.product_151617,"PD2 S MAX UP Duo/S","Rilevatore di presenza 2x luce, nero"
scenario.product_151452,"PD2 S 180 NAP Master 2C BEG/SI","Rilevatore di presenza 2 canali, argento"
scenario.product_141790,"PD2 S 180 AP Master 2C KAL/W","Rilevatore di presenza 2 canali, design Kallysto, bianco"
scenario.product_151088,"PD2 S 180 AP Master 2C EDI/DG","Rilevatore di presenza 2 canali, design EDIZIOdue, grigio scuro"
scenario.product_151104,"PD2 S 180 AP Master 2C EDI/HG","Rilevatore di presenza 2 canali, design EDIZIOdue, grigio chiaro"
scenario.product_151136,"PD2 S 180 AP Master 2C EDI/BE","Rilevatore di presenza 2 canali, design EDIZIOdue, beige"
scenario.product_151152,"PD2 S 180 AP Master 2C KAL/B","Rilevatore di presenza 2 canali, design Kallysto, marrone"
scenario.product_151184,"PD2 S 180 AP Master 2C KAL/S","Rilevatore di presenza 2 canali, design Kallysto, nero"
scenario.product_151200,"PD2 S 180 AP Master 2C KAL/DG","Rilevatore di presenza 2 canali, design Kallysto, grigio scuro"
scenario.product_151232,"PD2 S 180 AP Master 2C SID/WG","Rilevatore di presenza 2 canali, design Sidus, bianco-lucido"
scenario.product_151248,"PD2 S 180 AP Master 2C SID/AN","Rilevatore di presenza 2 canali, design Sidus, antracite"
scenario.product_151264,"PD2 S 180 AP Master 2C SID/AL","Rilevatore di presenza 2 canali, design Sidus, alluminio"
scenario.product_151280,"PD2 S 180 AP Master 2C SOL/WG","Rilevatore di presenza 2 canali, design Solfà, bianco-lucido"
scenario.product_151297,"PD2 S 180 AP Master 2C STA/S","Rilevatore di presenza 2 canali, design Standard, nero"
scenario.product_142551,"FL3 LED 130/S","Faretto LED con rilevatore di movimento, nero"
scenario.product_151068,"Indoor 180 AP Kombi EDI/S","Rilevatore di movimento 10A, design EDIZIOdue, nero"
scenario.product_151069,"Indoor 180 AP Minuterie EDI/S","Rilevatore di movimento per minuterie, 2 fili, design EDIZIOdue, nero"
scenario.product_151070,"Indoor 180 AP Kombi 2L EDI/S","Rilevatore di movimento 10A, 2L schema 0, design EDIZIOdue, nero"
scenario.product_151071,"PD2 S 180 AP Master 1C EDI/S","Rilevatore di presenza 1 canale, design EDIZIOdue, nero"
scenario.product_141925,"PD2 S 180 CM KNX KAL/W","Rilevatore di presenza KNX, design Kallysto, bianco"
scenario.product_151073,"PD2 S 180 AP Slave EDI/S","Rilevatore di presenza Slave, design EDIZIOdue, nero"
scenario.product_142808,"IL1-LP120-3-B","Lampada intelligente LED con rilevatore di presenza"
scenario.product_151076,"Indoor 180 UP Kombi EDI/S","Rilevatore di movimento 10A, design EDIZIOdue, nero"
scenario.product_151079,"Indoor 180 UP Kombi 2L EDI/S","Rilevatore di movimento 10A, 2L schema 0, design EDIZIOdue, nero"
scenario.product_151080,"PD2 S 180 UP Master 1C EDI/S","Rilevatore di presenza 1 canale, design EDIZIOdue, nero"
scenario.product_151082,"PD2 S 180 UP Slave EDI/S","Rilevatore di presenza Slave, design EDIZIOdue, nero"
scenario.product_151085,"Indoor 180 AP Minuterie EDI/DG","Rilevatore di movimento per minuterie, 2 fili, design EDIZIOdue, grigio scuro"
scenario.product_151086,"Indoor 180 AP Kombi 2L EDI/DG","Rilevatore di movimento 10A, 2L schema 0, design EDIZIOdue, grigio scuro"
scenario.product_142554,"FL3 LED/W","Faretto LED senza rilevatore di movimento, bianco"
scenario.product_151089,"PD2 S 180 AP Slave EDI/DG","Rilevatore di presenza Slave, design EDIZIOdue, grigio scuro"
scenario.product_142624,"FO IR-PD GST","Scheda  di programmazione"
scenario.product_151091,"PD2 S 180 AP KNX EDI/DG","Rilevatore di presenza KNX, design EDIZIOdue, grigio scuro"
scenario.product_151092,"Indoor 180 UP Kombi EDI/DG","Rilevatore di movimento 10A, design EDIZIOdue, grigio scuro"
scenario.product_151093,"Indoor 180 UP Minuterie EDI/DG","Rilevatore di movimento per minuterie, 2 fili, design EDIZIOdue, grigio scuro"
scenario.product_151311,"PD2 S 180 CM KNX EDI/S","Rilevatore di presenza KNX, design EDIZIOdue, nero"
scenario.product_151095,"Indoor 180 UP Kombi 2L EDI/DG","Rilevatore di movimento 10A, 2L schema 0, design EDIZIOdue, grigio scuro"
scenario.product_151096,"PD2 S 180 UP Master 1C EDI/DG","Rilevatore di presenza 1 canale, design EDIZIOdue, grigio scuro"
scenario.product_151100,"Indoor 180 AP Kombi EDI/HG","Rilevatore di movimento 10A, design EDIZIOdue, grigio chiaro"
scenario.product_151101,"Indoor 180 AP Minuterie EDI/HG","Rilevatore di movimento per minuterie, 2 fili, design EDIZIOdue, grigio chiaro"
scenario.product_151103,"PD2 S 180 AP Master 1C EDI/HG","Rilevatore di presenza 1 canale, design EDIZIOdue, grigio chiaro"
scenario.product_151109,"Indoor 180 UP Minuterie EDI/HG","Rilevatore di movimento per minuterie, 2 fili, design EDIZIOdue, grigio chiaro"
scenario.product_151442,"PD2 S 180 NUP KNX BEG/SI","Rilevatore di presenza KNX, argento"
scenario.product_151112,"PD2 S 180 UP Master 1C EDI/HG","Rilevatore di presenza 1 canale, design EDIZIOdue, grigio chiaro"
scenario.product_151116,"Indoor 180 AP Kombi EDI/B","Rilevatore di movimento 10A, design EDIZIOdue, marrone"
scenario.product_151118,"Indoor 180 AP Kombi 2L EDI/B","Rilevatore di movimento 10A, 2L schema 0, design EDIZIOdue, marrone"
scenario.product_151119,"PD2 S 180 AP Master 1C EDI/B","Rilevatore di presenza 1 canale, design EDIZIOdue, marrone"
scenario.product_142699,"LP-IL1-R35-4-M","LED-Print 4K con rilevatore di movimento"
scenario.product_151124,"Indoor 180 UP Kombi EDI/B","Rilevatore di movimento 10A, design EDIZIOdue, marrone"
scenario.product_151125,"Indoor 180 UP Minuterie EDI/B","Rilevatore di movimento per minuterie, 2 fili, design EDIZIOdue, marrone"
scenario.product_151128,"PD2 S 180 UP Master 1C EDI/B","Rilevatore di presenza 1 canale, design EDIZIOdue, marrone"
scenario.product_151130,"PD2 S 180 UP Slave EDI/B","Rilevatore di presenza Slave, design EDIZIOdue, marrone"
scenario.product_151132,"Indoor 180 AP Kombi EDI/BE","Rilevatore di movimento 10A, design EDIZIOdue, beige"
scenario.product_151133,"Indoor 180 AP Minuterie EDI/BE","Rilevatore di movimento per minuterie, 2 fili, design EDIZIOdue, beige"
scenario.product_151134,"Indoor 180 AP Kombi 2L EDI/BE","Rilevatore di movimento 10A, 2L schema 0, design EDIZIOdue, beige"
scenario.product_151135,"PD2 S 180 AP Master 1C EDI/BE","Rilevatore di presenza 1 canale, design EDIZIOdue, beige"
scenario.product_151137,"PD2 S 180 AP Slave EDI/BE","Rilevatore di presenza Slave, design EDIZIOdue, beige"
scenario.product_142700,"LP-IL1-R35-4-S","LED-Print 4K con luce di emergenza"
scenario.product_151140,"Indoor 180 UP Kombi EDI/BE","Rilevatore di movimento 10A, design EDIZIOdue, beige"
scenario.product_151143,"Indoor 180 UP Kombi 2L EDI/BE","Rilevatore di movimento 10A, 2L schema 0, design EDIZIOdue, beige"
scenario.product_151148,"Indoor 180 AP Kombi KAL/B","Rilevatore di movimento 10A, design Kallysto, marrone"
scenario.product_151149,"Indoor 180 AP Minuterie KAL/B","Rilevatore di movimento per minuterie, 2 fili, design Kallysto, marrone"
scenario.product_151150,"Indoor 180 AP Kombi 2L KAL/B","Rilevatore di movimento 10A, 2L schema 0, design Kallysto, marrone"
scenario.product_151151,"PD2 S 180 AP Master 1C KAL/B","Rilevatore di presenza 1 canale, design Kallysto, marrone"
scenario.product_151153,"PD2 S 180 AP Slave KAL/B","Rilevatore di presenza Slave, design Kallysto, marrone"
scenario.product_142701,"LP-IL1-R35-4-MS","LED-Print 4K con rilevatore di movimento e luce di emergenza"
scenario.product_151156,"Indoor 180 UP Kombi KAL/B","Rilevatore di movimento 10A, design Kallysto, marrone"
scenario.product_151159,"Indoor 180 UP Kombi 2L KAL/B","Rilevatore di movimento 10A, 2L schema 0, design Kallysto, marrone"
scenario.product_151160,"PD2 S 180 UP Master 1C KAL/B","Rilevatore di presenza 1 canale, design Kallysto, marrone"
scenario.product_142556,"PD9 S 360 12-48V/S","Rilevatore di movimento 12-48V, nero"
scenario.product_151162,"PD2 S 180 UP Slave KAL/B","Rilevatore di presenza Slave, design Kallysto, marrone"
scenario.product_151731,"PD11 S 360 Slave/HG","Detettore di presenza Slave, grigio chiaro"
scenario.product_151165,"Indoor 180 AP Minuterie KAL/BE","Rilevatore di movimento per minuterie, 2 fili, design Kallysto, beige"
scenario.product_151166,"Indoor 180 AP Kombi 2L KAL/BE","Rilevatore di movimento 10A, 2L schema 0, design Kallysto, beige"
scenario.product_151169,"PD2 S 180 AP Slave KAL/BE","Rilevatore di presenza Slave, design Kallysto, beige"
scenario.product_142702,"LP-IL1-R35-3-A","LED-Print 3K con IL-Control"
scenario.product_151172,"Indoor 180 UP Kombi KAL/BE","Rilevatore di movimento 10A, design Kallysto, beige"
scenario.product_151174,"Indoor 180 UP Minuterie KAL/BE","Rilevatore di movimento per minuterie, 2 fili, design Kallysto, beige"
scenario.product_151175,"Indoor 180 UP Kombi 2L KAL/BE","Rilevatore di movimento 10A, 2L schema 0, design Kallysto, beige"
scenario.product_151178,"PD2 S 180 UP Slave KAL/BE","Rilevatore di presenza Slave, design Kallysto, beige"
scenario.product_151180,"Indoor 180 AP Kombi KAL/S","Rilevatore di movimento 10A, design Kallysto, nero"
scenario.product_151181,"Indoor 180 AP Minuterie KAL/S","Rilevatore di movimento per minuterie, 2 fili, design Kallysto, nero"
scenario.product_151182,"Indoor 180 AP Kombi 2L KAL/S","Rilevatore di movimento 10A, 2L schema 0, design Kallysto, nero"
scenario.product_151183,"PD2 S 180 AP Master 1C KAL/S","Rilevatore di presenza 1 canale, design Kallysto, nero"
scenario.product_142557,"PD9 S 360 12-48V/HG","Rilevatore di movimento 12-48V, grigio chiaro"
scenario.product_151185,"PD2 S 180 AP Slave KAL/S","Rilevatore di presenza Slave, design Kallysto, nero"
scenario.product_142704,"LP-IL1-R35-3-AS","LED-Print 3K con IL-Control e luce di emergenza"
scenario.product_151188,"Indoor 180 UP Kombi KAL/S","Rilevatore di movimento 10A, design Kallysto, nero"
scenario.product_151191,"Indoor 180 UP Kombi 2L KAL/S","Rilevatore di movimento 10A, 2L schema 0, design Kallysto, nero"
scenario.product_151192,"PD2 S 180 UP Master 1C KAL/S","Rilevatore di presenza 1 canale, design Kallysto, nero"
scenario.product_151194,"PD2 S 180 UP Slave KAL/S","Rilevatore di presenza Slave, design Kallysto, nero"
scenario.product_151198,"Indoor 180 AP Kombi 2L KAL/DG","Rilevatore di movimento 10A, 2L schema 0, design Kallysto, grigio scuro"
scenario.product_151199,"PD2 S 180 AP Master 1C KAL/DG","Rilevatore di presenza 1 canale, design Kallysto, grigio scuro"
scenario.product_142558,"PD9 S 360 12-48V/DG","Rilevatore di movimento 12-48V, grigio scuro"
scenario.product_151201,"PD2 S 180 AP Slave KAL/DG","Rilevatore di presenza Slave, design Kallysto, grigio scuro"
scenario.product_142706,"LP-IL1-R35-4-A","LED-Print 4K con IL-Control"
scenario.product_151204,"Indoor 180 UP Kombi KAL/DG","Rilevatore di movimento 10A, design Kallysto, grigio scuro"
scenario.product_151207,"Indoor 180 UP Kombi 2L KAL/DG","Rilevatore di movimento 10A, 2L schema 0, design Kallysto, grigio scuro"
